<<<<<<< HEAD
Order-Id,Item-id,Product-Id,Quantity,Sales-Id,Customer-Id,Sales-Price-Per-Prod,Market-Segment
162,162,10,4,8,14,97,retail
163,163,7,25,2,0,224,financial
164,164,2,3,5,11,302,education
165,165,17,24,2,23,353,retail
166,166,6,5,9,0,126,realestate
167,167,5,11,7,13,202,education
168,168,16,14,3,3,248,realestate
169,169,14,26,1,7,281,financial
170,170,4,10,9,8,187,realestate
171,171,4,16,8,10,198,education
172,172,12,4,7,21,128,pharmaceutical
173,173,1,5,5,0,191,pharmaceutical
174,174,7,24,6,24,140,software
175,175,6,14,8,21,62,financial
176,176,13,12,6,8,91,pharmaceutical
177,177,5,15,8,29,144,software
178,178,10,2,2,11,169,financial
179,179,2,29,9,13,349,education
180,180,1,15,0,24,231,retail
181,181,16,0,0,3,232,retail
182,182,18,29,9,29,123,pharmaceutical
183,183,19,3,7,23,74,retail
184,184,14,19,7,19,194,financial
185,185,17,3,6,24,246,pharmaceutical
186,186,3,21,0,7,270,software
187,187,9,11,4,23,82,pharmaceutical
188,188,1,9,7,7,196,realestate
189,189,12,21,8,0,149,financial
190,190,2,18,9,20,265,retail
191,191,4,15,4,3,151,realestate
192,192,1,13,8,22,255,realestate
193,193,11,4,8,4,150,pharmaceutical
194,194,9,14,7,18,50,retail
195,195,1,8,9,1,212,realestate
196,196,14,20,6,13,281,financial
197,197,1,29,5,27,250,software
198,198,3,25,9,17,205,financial
199,199,17,11,0,12,244,financial
200,200,4,0,9,17,252,financial
201,201,2,4,5,28,273,pharmaceutical
202,202,15,19,4,29,199,realestate
203,203,18,1,3,25,171,education
204,204,19,22,6,22,210,retail
205,205,17,18,3,16,350,pharmaceutical
206,206,13,11,4,19,181,realestate
207,207,5,0,2,23,179,realestate
208,208,9,10,3,0,84,retail
209,209,5,4,1,0,180,retail
210,210,12,14,4,21,163,software
211,211,14,11,5,28,260,realestate
212,212,8,6,7,4,160,software
213,213,15,3,1,19,328,pharmaceutical
214,214,3,25,3,11,282,financial
215,215,19,2,8,23,193,financial
216,216,7,25,5,5,265,realestate
217,217,5,7,4,22,208,financial
218,218,18,26,9,13,54,education
219,219,15,25,0,5,278,software
220,220,12,5,4,12,194,pharmaceutical
221,221,5,0,9,26,102,pharmaceutical
222,222,16,0,4,9,303,realestate
223,223,15,12,4,1,263,financial
224,224,7,4,2,18,131,realestate
225,225,10,22,4,16,124,software
226,226,15,13,1,19,197,education
227,227,0,13,4,7,168,realestate
228,228,13,18,5,26,209,education
229,229,8,27,3,1,141,financial
230,230,1,9,6,24,179,financial
231,231,12,17,2,7,203,software
232,232,0,23,1,29,138,pharmaceutical
233,233,7,28,4,4,284,pharmaceutical
234,234,16,8,7,25,273,financial
235,235,18,24,9,6,151,pharmaceutical
236,236,15,2,2,7,333,realestate
237,237,12,18,8,17,197,education
238,238,4,23,4,3,147,pharmaceutical
239,239,13,23,5,25,149,retail
240,240,3,29,8,11,250,education
241,241,4,26,6,5,229,retail
242,242,12,8,0,25,93,financial
243,243,9,17,7,15,146,pharmaceutical
244,244,9,10,7,15,96,software
245,245,2,1,6,5,268,retail
246,246,10,19,7,24,104,retail
247,247,1,20,8,22,215,realestate
248,248,18,3,4,11,176,retail
249,249,13,14,9,4,232,pharmaceutical
250,250,13,1,7,12,214,financial
251,251,2,5,5,26,314,pharmaceutical
252,252,14,28,9,7,207,education
253,253,4,2,4,5,200,education
254,254,2,29,4,15,339,education
255,255,13,7,9,20,180,retail
256,256,13,3,5,13,225,financial
257,257,13,24,0,12,144,realestate
258,258,6,6,4,0,140,retail
259,259,11,25,2,11,160,retail
260,260,9,2,4,14,59,retail
261,261,1,19,6,7,262,realestate
262,262,0,22,1,8,229,education
263,263,6,19,0,6,130,pharmaceutical
264,264,3,21,5,0,259,education
265,265,5,9,8,26,145,pharmaceutical
266,266,14,4,2,13,233,retail
267,267,16,6,4,6,280,software
268,268,16,25,4,24,284,retail
269,269,16,2,1,18,314,pharmaceutical
270,270,18,15,9,21,129,retail
271,271,17,2,2,3,260,education
272,272,17,9,0,14,306,pharmaceutical
273,273,5,25,3,7,218,retail
274,274,7,0,5,6,317,software
275,275,14,27,3,1,257,pharmaceutical
276,276,16,14,2,28,270,retail
277,277,3,4,6,11,254,retail
278,278,13,19,1,16,118,financial
279,279,0,20,6,5,231,education
280,280,0,25,1,9,173,software
281,281,12,2,6,6,94,software
282,282,15,23,7,25,184,retail
283,283,16,1,3,1,162,financial
284,284,2,12,8,7,346,financial
285,285,1,10,3,1,262,pharmaceutical
286,286,0,5,9,0,123,financial
287,287,0,2,4,18,198,software
288,288,1,19,5,6,271,software
289,289,13,12,3,0,127,software
290,290,18,9,7,24,94,retail
291,291,4,17,7,24,174,realestate
292,292,11,20,5,13,101,pharmaceutical
293,293,2,2,8,6,232,pharmaceutical
294,294,7,22,5,3,227,realestate
295,295,19,12,7,19,206,education
296,296,16,29,4,26,315,retail
297,297,18,23,6,16,85,software
298,298,1,11,8,8,195,retail
299,299,0,29,2,24,136,pharmaceutical
300,300,13,2,9,4,88,financial
301,301,3,11,1,19,217,financial
302,302,9,7,0,29,113,education
303,303,17,22,0,29,350,pharmaceutical
304,304,13,15,8,0,125,financial
305,305,4,19,8,12,141,retail
306,306,12,5,3,20,116,realestate
307,307,2,29,7,24,352,education
308,308,8,21,6,17,255,retail
309,309,5,20,8,29,135,software
310,310,3,12,5,5,269,software
311,311,5,7,8,12,160,education
312,312,11,16,5,27,209,education
313,313,2,19,9,0,199,education
314,314,13,16,5,2,164,pharmaceutical
315,315,14,19,9,25,357,software
316,316,17,10,5,4,354,realestate
317,317,12,3,1,22,97,education
318,318,10,8,3,29,186,pharmaceutical
319,319,18,19,8,3,111,financial
320,320,1,22,3,24,163,education
321,321,5,8,9,10,199,financial
322,322,6,20,0,2,113,pharmaceutical
323,323,5,26,7,8,111,pharmaceutical
324,324,6,22,4,17,115,realestate
325,325,18,7,1,17,173,education
326,326,0,21,1,24,223,pharmaceutical
327,327,16,24,8,13,209,retail
328,328,12,3,7,7,193,software
329,329,3,24,2,12,280,education
330,330,18,22,4,17,120,pharmaceutical
331,331,6,11,7,28,83,software
332,332,19,0,0,7,118,realestate
333,333,19,3,4,29,124,realestate
334,334,7,6,0,2,292,pharmaceutical
335,335,6,27,3,6,136,education
336,336,10,17,1,3,165,education
337,337,7,29,5,12,172,software
338,338,16,2,0,4,165,pharmaceutical
339,339,18,16,7,6,119,realestate
340,340,18,0,0,24,167,software
341,341,15,7,0,27,336,software
342,342,3,13,5,14,283,retail
343,343,3,2,4,18,238,pharmaceutical
344,344,17,22,6,23,294,retail
345,345,0,25,0,4,123,retail
346,346,13,11,6,22,117,education
347,347,12,9,7,6,115,software
348,348,11,9,6,10,169,retail
349,349,13,6,7,18,199,education
350,350,0,15,5,6,151,financial
351,351,11,22,0,7,178,retail
352,352,0,13,2,25,157,pharmaceutical
353,353,18,26,4,20,118,software
354,354,10,19,3,4,201,financial
355,355,19,20,4,6,93,education
356,356,4,27,2,27,222,financial
357,357,0,15,1,10,155,financial
358,358,1,3,5,17,233,realestate
359,359,0,3,6,10,143,software
360,360,16,18,7,12,260,pharmaceutical
361,361,3,8,4,5,182,retail
362,362,16,15,2,3,315,realestate
363,363,1,7,1,7,275,pharmaceutical
364,364,2,7,1,21,226,education
365,365,14,19,5,17,340,software
366,366,18,22,4,0,117,software
367,367,3,0,4,8,180,realestate
368,368,8,0,5,17,183,pharmaceutical
369,369,7,20,3,6,199,education
370,370,18,15,3,2,113,retail
371,371,7,20,7,6,197,financial
372,372,13,0,0,18,121,realestate
373,373,15,4,9,19,270,realestate
374,374,11,4,8,14,209,software
375,375,2,17,7,22,317,pharmaceutical
376,376,13,7,3,24,221,financial
377,377,18,18,0,17,82,financial
378,378,14,9,7,11,393,financial
379,379,10,20,2,2,165,software
380,380,4,14,9,5,205,software
381,381,8,19,1,18,220,financial
382,382,10,10,7,26,96,education
383,383,17,10,0,7,264,education
384,384,14,10,3,4,340,pharmaceutical
385,385,8,25,6,27,234,realestate
386,386,19,5,0,8,188,education
387,387,10,15,2,25,109,software
388,388,10,22,5,1,207,financial
389,389,10,25,7,6,181,realestate
390,390,16,19,9,6,304,realestate
391,391,3,5,5,28,178,retail
392,392,17,26,1,4,276,financial
393,393,7,26,3,19,187,software
394,394,11,10,3,14,151,software
395,395,10,19,0,12,183,pharmaceutical
396,396,1,27,5,25,194,software
397,397,10,8,3,23,99,financial
398,398,11,25,1,10,132,realestate
399,399,8,29,5,8,269,software
400,400,7,14,3,9,175,retail
401,401,19,10,8,8,200,education
402,402,2,21,3,9,270,software
403,403,8,3,9,24,178,pharmaceutical
404,404,10,22,2,19,199,realestate
405,405,4,4,2,19,131,education
406,406,1,7,7,19,163,education
407,407,6,21,3,1,46,software
408,408,3,1,1,24,287,software
409,409,11,14,1,8,188,financial
410,410,17,2,6,22,372,software
411,411,15,8,6,26,200,financial
412,412,3,5,9,4,247,realestate
413,413,5,13,6,16,151,software
414,414,11,8,3,18,189,financial
415,415,14,17,1,15,287,financial
416,416,0,11,5,20,127,pharmaceutical
417,417,18,7,9,22,65,retail
418,418,4,3,1,19,231,education
419,419,1,21,7,6,163,education
420,420,19,0,7,27,190,realestate
421,421,3,9,6,24,169,retail
422,422,15,16,9,23,310,education
423,423,10,7,6,11,204,retail
424,424,5,21,9,10,199,financial
425,425,10,6,6,11,89,education
426,426,16,15,4,23,239,realestate
427,427,9,27,4,8,75,financial
428,428,1,19,4,9,267,retail
429,429,14,14,0,10,231,realestate
430,430,10,16,6,26,168,realestate
431,431,5,25,5,15,143,realestate
432,432,0,12,4,2,182,pharmaceutical
433,433,16,0,3,16,316,retail
434,434,1,20,0,12,213,financial
435,435,15,8,5,23,285,realestate
436,436,13,5,6,9,211,education
437,437,14,21,3,21,350,retail
438,438,6,27,2,4,143,education
439,439,0,3,4,8,209,financial
440,440,0,14,3,3,213,realestate
441,441,15,0,4,3,394,software
442,442,0,23,6,12,131,retail
443,443,16,5,1,14,268,software
444,444,9,19,0,28,138,retail
445,445,9,1,0,6,111,retail
446,446,13,10,1,8,171,education
447,447,13,9,5,3,194,realestate
448,448,16,18,8,27,285,financial
449,449,5,26,1,2,111,financial
450,450,14,24,2,7,269,pharmaceutical
451,451,5,11,3,22,202,financial
452,452,12,13,6,18,217,realestate
453,453,19,20,1,24,158,retail
454,454,3,14,8,19,284,pharmaceutical
455,455,11,6,1,13,133,pharmaceutical
456,456,6,11,4,24,67,software
457,457,18,9,5,1,90,software
458,458,11,20,7,18,145,retail
459,459,9,0,3,20,54,education
460,460,6,2,8,25,61,education
461,461,5,12,1,13,115,education
462,462,3,12,4,10,187,financial
463,463,7,19,7,24,133,retail
464,464,13,19,9,16,143,realestate
465,465,9,4,3,7,63,education
466,466,18,14,7,4,159,education
467,467,10,19,9,11,105,software
468,468,14,6,0,26,392,financial
469,469,16,15,4,25,320,realestate
470,470,18,7,2,29,152,financial
471,471,15,21,3,13,419,retail
472,472,2,0,6,7,261,pharmaceutical
473,473,7,26,8,18,241,retail
474,474,15,12,8,20,388,realestate
475,475,1,28,9,11,255,realestate
476,476,17,2,8,3,360,pharmaceutical
477,477,10,2,4,1,186,software
478,478,6,20,8,9,134,software
479,479,14,11,9,24,193,realestate
480,480,16,6,5,11,245,realestate
481,481,4,14,6,7,234,pharmaceutical
482,482,8,19,9,26,151,software
483,483,18,21,2,5,65,realestate
484,484,17,20,6,7,352,education
485,485,17,19,4,9,207,education
486,486,12,26,1,6,214,software
487,487,16,9,5,23,168,realestate
488,488,7,20,1,14,167,financial
489,489,7,10,2,23,236,education
490,490,14,7,7,8,348,retail
491,491,16,26,6,2,200,software
492,492,15,11,9,15,379,education
493,493,13,10,0,23,175,financial
494,494,18,15,3,28,104,retail
495,495,9,11,4,25,102,realestate
496,496,16,25,5,10,152,realestate
497,497,16,27,5,1,253,software
498,498,10,23,5,12,195,financial
499,499,18,26,7,8,54,pharmaceutical
500,500,16,4,6,20,309,software
501,501,8,4,2,21,257,retail
502,502,13,19,6,27,191,realestate
503,503,19,18,3,7,114,financial
504,504,7,15,7,7,163,financial
505,505,7,20,2,27,217,pharmaceutical
506,506,9,15,4,1,103,realestate
507,507,2,15,3,22,225,education
508,508,8,25,2,29,166,software
509,509,5,23,5,6,134,financial
510,510,4,18,4,22,138,retail
511,511,6,2,9,27,149,pharmaceutical
512,512,18,23,5,11,130,software
513,513,7,1,7,5,282,realestate
514,514,10,24,0,25,141,financial
515,515,0,5,4,4,223,financial
516,516,18,10,8,18,139,retail
517,517,19,6,5,12,173,pharmaceutical
518,518,6,28,5,25,81,pharmaceutical
519,519,13,18,8,19,162,education
520,520,12,12,9,15,92,retail
521,521,14,24,0,14,370,education
522,522,7,13,9,26,149,retail
523,523,12,7,9,11,159,pharmaceutical
524,524,9,3,9,3,113,financial
525,525,17,22,7,16,200,software
526,526,19,17,3,8,208,software
527,527,11,20,7,7,132,retail
528,528,0,26,2,7,122,retail
529,529,13,9,6,4,143,realestate
530,530,12,29,3,25,110,financial
531,531,18,20,7,13,98,retail
532,532,19,18,3,7,120,pharmaceutical
533,533,9,29,2,24,49,realestate
534,534,11,13,7,18,150,pharmaceutical
535,535,16,29,6,28,282,financial
536,536,17,13,8,1,257,software
537,537,2,5,9,22,295,pharmaceutical
538,538,18,6,9,20,76,software
539,539,19,20,1,17,105,retail
540,540,18,6,6,19,156,retail
541,541,14,23,3,3,231,education
542,542,13,12,1,23,176,pharmaceutical
543,543,0,4,4,8,129,financial
544,544,8,26,7,10,182,financial
545,545,3,0,7,28,168,realestate
546,546,13,17,5,16,187,software
547,547,19,0,6,20,140,software
548,548,14,14,6,15,253,pharmaceutical
549,549,0,18,9,18,186,retail
550,550,5,16,2,15,127,realestate
551,551,0,22,7,21,169,pharmaceutical
552,552,2,3,3,22,365,retail
553,553,6,26,1,4,100,education
554,554,10,25,7,17,137,financial
555,555,2,12,7,6,260,pharmaceutical
556,556,16,20,5,5,308,software
557,557,8,20,4,19,227,software
558,558,2,19,0,28,247,retail
559,559,6,23,7,2,136,realestate
560,560,1,14,1,15,163,financial
561,561,17,19,7,11,214,financial
562,562,1,16,6,18,184,realestate
563,563,13,13,1,0,175,realestate
564,564,9,17,1,29,105,pharmaceutical
565,565,3,21,8,28,199,financial
566,566,8,6,1,25,242,education
567,567,11,2,8,18,171,education
568,568,10,14,0,1,170,software
569,569,5,2,0,6,167,education
570,570,11,9,0,12,162,software
571,571,15,22,2,11,232,pharmaceutical
572,572,19,2,3,14,91,realestate
573,573,2,6,0,15,296,pharmaceutical
574,574,6,7,8,20,135,retail
575,575,12,12,8,28,186,retail
576,576,5,25,6,0,147,realestate
577,577,4,25,7,29,222,retail
578,578,4,16,0,24,237,financial
579,579,14,24,5,26,297,software
580,580,5,20,4,28,163,education
581,581,4,25,8,1,247,financial
582,582,9,1,8,6,69,education
583,583,3,28,8,19,235,pharmaceutical
584,584,11,18,4,23,129,education
585,585,12,24,2,15,167,education
586,586,2,4,0,9,296,software
587,587,17,5,1,14,297,software
588,588,11,16,9,24,159,education
589,589,4,4,7,11,271,financial
590,590,10,1,3,28,88,software
591,591,13,19,9,26,122,education
592,592,3,25,9,6,278,retail
593,593,0,10,8,16,185,financial
594,594,8,13,2,20,110,software
595,595,10,15,4,4,97,pharmaceutical
596,596,0,0,2,4,175,education
597,597,18,12,4,9,143,pharmaceutical
598,598,8,12,6,28,151,education
599,599,19,16,8,15,180,software
600,600,13,10,0,10,209,software
601,601,7,23,0,15,237,software
602,602,7,10,7,10,218,education
603,603,11,3,5,10,182,education
604,604,14,4,4,6,248,financial
605,605,3,15,9,23,199,retail
606,606,7,28,3,2,279,realestate
607,607,19,27,7,1,140,pharmaceutical
608,608,14,10,4,10,192,financial
609,609,5,24,2,29,185,retail
610,610,4,18,3,17,206,education
611,611,14,21,5,29,341,pharmaceutical
612,612,5,16,4,8,185,financial
613,613,3,3,9,12,232,pharmaceutical
614,614,13,9,7,24,120,pharmaceutical
615,615,2,0,5,28,283,retail
616,616,5,15,8,26,203,education
617,617,16,29,9,3,147,software
618,618,7,26,3,19,317,realestate
619,619,19,22,5,20,197,education
620,620,15,10,3,14,300,software
621,621,0,19,6,18,142,education
622,622,17,6,7,8,239,education
623,623,0,26,7,25,162,financial
624,624,10,3,5,15,151,pharmaceutical
625,625,9,20,5,1,95,realestate
626,626,17,15,8,8,306,pharmaceutical
627,627,10,24,2,21,107,financial
628,628,17,22,9,18,207,retail
629,629,10,8,1,20,209,realestate
630,630,10,27,9,25,98,education
631,631,1,16,6,7,245,software
632,632,10,1,9,21,153,financial
633,633,13,7,8,22,188,pharmaceutical
634,634,19,18,1,1,152,education
635,635,3,3,2,28,168,software
636,636,19,25,5,21,71,retail
637,637,6,23,9,28,96,pharmaceutical
638,638,0,13,0,20,212,pharmaceutical
639,639,7,26,4,24,249,retail
640,640,13,1,6,22,155,realestate
641,641,19,13,1,17,140,software
642,642,16,0,8,29,174,software
643,643,15,20,5,22,356,software
644,644,16,3,6,4,320,pharmaceutical
645,645,13,0,7,18,229,financial
646,646,11,21,3,5,124,financial
647,647,19,29,1,2,211,software
648,648,11,13,2,16,173,pharmaceutical
649,649,1,25,8,4,280,realestate
650,650,10,13,3,4,110,pharmaceutical
651,651,14,19,8,0,320,software
652,652,8,18,5,9,198,financial
653,653,8,29,0,5,154,financial
654,654,5,26,5,18,161,software
655,655,3,3,6,23,237,software
656,656,19,26,6,21,72,realestate
657,657,4,3,7,18,263,education
658,658,17,3,2,11,297,retail
659,659,5,1,6,22,175,software
660,660,19,15,9,15,210,education
661,661,19,28,2,10,142,realestate
662,662,4,10,4,24,206,realestate
663,663,15,10,2,17,214,realestate
664,664,10,18,6,21,88,realestate
665,665,2,18,3,17,218,software
666,666,2,24,9,14,312,education
667,667,7,25,8,4,129,pharmaceutical
668,668,8,16,6,1,215,pharmaceutical
669,669,12,13,2,3,94,education
670,670,5,18,4,20,105,software
671,671,3,26,7,13,260,financial
672,672,15,19,5,7,234,retail
673,673,10,4,2,17,139,software
674,674,12,29,7,13,224,pharmaceutical
675,675,1,9,9,16,267,software
676,676,14,12,5,26,185,retail
677,677,2,4,2,25,238,education
678,678,1,1,9,11,225,retail
679,679,8,24,7,22,210,education
680,680,5,26,7,24,98,software
681,681,7,26,4,9,226,pharmaceutical
682,682,2,28,0,29,298,software
683,683,19,9,5,5,199,software
684,684,5,3,1,7,205,education
685,685,8,13,5,2,257,financial
686,686,8,1,1,10,140,financial
687,687,15,19,6,10,301,education
688,688,0,4,6,2,183,financial
689,689,2,20,3,12,268,education
690,690,3,29,3,14,255,software
691,691,15,24,5,4,280,software
692,692,3,26,0,3,214,software
693,693,13,6,2,11,208,education
694,694,12,29,3,7,134,retail
695,695,15,1,5,19,200,realestate
696,696,11,19,5,19,198,realestate
697,697,11,4,7,14,179,education
698,698,12,9,6,10,137,education
699,699,18,1,0,3,162,software
700,700,15,0,2,21,221,financial
701,701,15,22,7,2,250,education
702,702,18,23,9,26,99,software
703,703,12,25,2,11,197,financial
704,704,5,18,0,16,196,software
705,705,4,29,0,29,208,financial
706,706,17,3,6,21,299,realestate
707,707,0,2,4,9,226,pharmaceutical
708,708,9,4,9,2,102,retail
709,709,6,28,9,19,67,software
710,710,13,23,4,6,187,realestate
711,711,12,23,8,5,144,retail
712,712,7,12,4,14,144,financial
713,713,11,12,8,13,179,pharmaceutical
714,714,12,1,1,7,130,software
715,715,2,4,0,18,368,realestate
716,716,19,25,0,21,97,retail
717,717,16,24,8,10,231,software
718,718,4,6,5,26,154,financial
719,719,15,4,6,19,251,realestate
720,720,19,27,6,29,192,education
721,721,7,23,7,19,240,realestate
722,722,15,23,8,1,268,realestate
723,723,15,19,7,1,390,pharmaceutical
724,724,1,25,5,1,237,education
725,725,4,5,9,22,193,education
726,726,12,4,8,4,89,education
727,727,4,16,5,29,273,education
728,728,7,7,5,16,210,retail
729,729,15,16,3,22,197,realestate
730,730,6,27,4,7,48,software
731,731,2,19,6,9,272,realestate
732,732,9,12,7,26,71,realestate
733,733,9,0,2,13,134,education
734,734,11,23,9,2,92,realestate
735,735,3,15,0,21,238,realestate
736,736,18,9,6,15,75,retail
737,737,8,7,5,15,185,pharmaceutical
738,738,6,8,3,19,86,software
739,739,7,10,0,29,249,financial
740,740,11,4,8,21,190,pharmaceutical
741,741,17,26,0,1,357,software
742,742,5,2,4,0,208,retail
743,743,7,19,7,11,281,realestate
744,744,5,12,2,17,214,pharmaceutical
745,745,9,22,8,2,143,financial
746,746,7,9,9,1,256,software
747,747,7,18,5,8,302,software
748,748,13,9,0,16,118,financial
749,749,0,3,2,2,207,pharmaceutical
750,750,6,3,5,17,110,pharmaceutical
751,751,3,7,4,28,192,financial
752,752,3,16,1,26,175,pharmaceutical
753,753,14,24,1,5,225,education
754,754,18,10,1,11,81,pharmaceutical
755,755,10,13,5,4,212,software
756,756,0,10,2,13,143,software
757,757,0,20,7,22,137,financial
758,758,6,19,7,5,46,retail
759,759,3,23,7,7,196,financial
760,760,17,6,3,29,337,pharmaceutical
761,761,19,4,1,11,209,retail
762,762,15,24,0,28,194,software
763,763,9,22,0,21,125,pharmaceutical
764,764,5,7,7,12,157,pharmaceutical
765,765,8,20,4,9,197,realestate
766,766,19,13,7,23,97,financial
767,767,13,25,2,29,118,financial
768,768,2,6,9,12,286,financial
769,769,4,20,1,1,249,retail
770,770,4,8,5,24,163,education
771,771,3,29,6,4,268,pharmaceutical
772,772,1,9,4,1,194,financial
773,773,11,5,8,11,108,education
774,774,14,21,3,29,329,financial
775,775,6,21,7,24,62,realestate
776,776,11,10,3,24,194,realestate
777,777,0,22,4,28,144,education
778,778,11,25,8,22,101,realestate
779,779,9,10,8,12,74,financial
780,780,16,23,7,0,156,financial
781,781,16,5,5,13,288,financial
782,782,2,13,0,29,334,financial
783,783,8,9,1,19,266,financial
784,784,4,12,4,9,219,retail
785,785,16,25,1,11,258,realestate
